Date,Team1,Team1Score,Team1Country,Team2,Team2Score,Team2Country,Map,MapShort,Event,Winner,MatchURL
03/02/25,Natus Vincere,11,Europe,Spirit,13,Russia,Dust2,d2,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191601/natus-vincere-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/02/25,Spirit,8,Russia,Natus Vincere,13,Europe,Mirage,mrg,IEM Katowice 2025,Natus Vincere,https://www.hltv.org/stats/matches/mapstatsid/191593/spirit-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/02/25,Astralis,8,Denmark,FURIA,13,Brazil,Dust2,d2,IEM Katowice 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/191599/astralis-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/02/25,Astralis,13,Denmark,FURIA,10,Brazil,Inferno,inf,IEM Katowice 2025,Astralis,https://www.hltv.org/stats/matches/mapstatsid/191596/astralis-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/02/25,Liquid,13,Other,MOUZ,7,Europe,Ancient,anc,IEM Katowice 2025,Liquid,https://www.hltv.org/stats/matches/mapstatsid/191590/liquid-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/02/25,MOUZ,7,Europe,Liquid,13,Other,Nuke,nuke,IEM Katowice 2025,Liquid,https://www.hltv.org/stats/matches/mapstatsid/191587/mouz-vs-liquid?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/02/25,Vitality,19,Europe,FaZe,16,Europe,Dust2,d2,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/191570/vitality-vs-faze?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/02/25,FaZe,13,Europe,Vitality,10,Europe,Anubis,anb,IEM Katowice 2025,FaZe,https://www.hltv.org/stats/matches/mapstatsid/191564/faze-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/02/25,FaZe,3,Europe,Vitality,13,Europe,Nuke,nuke,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/191558/faze-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/02/25,G2,13,Europe,Falcons,11,Europe,Mirage,mrg,IEM Katowice 2025,G2,https://www.hltv.org/stats/matches/mapstatsid/191554/g2-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/02/25,Falcons,13,Europe,G2,7,Europe,Dust2,d2,IEM Katowice 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/191549/falcons-vs-g2?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/02/25,G2,13,Europe,Falcons,9,Europe,Ancient,anc,IEM Katowice 2025,G2,https://www.hltv.org/stats/matches/mapstatsid/191544/g2-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/02/25,Astralis,4,Denmark,Spirit,13,Russia,Dust2,d2,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191536/astralis-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/02/25,Spirit,13,Russia,Astralis,5,Denmark,Nuke,nuke,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191531/spirit-vs-astralis?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/02/25,FURIA,3,Brazil,Natus Vincere,13,Europe,Mirage,mrg,IEM Katowice 2025,Natus Vincere,https://www.hltv.org/stats/matches/mapstatsid/191504/furia-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/02/25,Natus Vincere,13,Europe,FURIA,5,Brazil,Dust2,d2,IEM Katowice 2025,Natus Vincere,https://www.hltv.org/stats/matches/mapstatsid/191500/natus-vincere-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/02/25,GamerLegion,13,Europe,MOUZ,11,Europe,Mirage,mrg,IEM Katowice 2025,GamerLegion,https://www.hltv.org/stats/matches/mapstatsid/191503/gamerlegion-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/02/25,MOUZ,9,Europe,GamerLegion,13,Europe,Inferno,inf,IEM Katowice 2025,GamerLegion,https://www.hltv.org/stats/matches/mapstatsid/191497/mouz-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/02/25,3DMAX,9,France,Vitality,13,Europe,Nuke,nuke,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/191483/3dmax-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/02/25,Vitality,19,Europe,3DMAX,16,France,Inferno,inf,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/191474/vitality-vs-3dmax?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/02/25,Eternal Fire,13,Turkey,Falcons,5,Europe,Train,trn,IEM Katowice 2025,Eternal Fire,https://www.hltv.org/stats/matches/mapstatsid/191479/eternal-fire-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/02/25,Falcons,7,Europe,Eternal Fire,13,Turkey,Inferno,inf,IEM Katowice 2025,Eternal Fire,https://www.hltv.org/stats/matches/mapstatsid/191473/falcons-vs-eternal-fire?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
26/01/25,Eternal Fire,8,Turkey,Spirit,13,Russia,Mirage,mrg,BLAST Bounty 2025 Season 1 Finals,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191125/eternal-fire-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
26/01/25,Spirit,13,Russia,Eternal Fire,3,Turkey,Dust2,d2,BLAST Bounty 2025 Season 1 Finals,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191121/spirit-vs-eternal-fire?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
26/01/25,Eternal Fire,6,Turkey,Spirit,13,Russia,Nuke,nuke,BLAST Bounty 2025 Season 1 Finals,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191118/eternal-fire-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
26/01/25,Spirit,14,Russia,Eternal Fire,16,Turkey,Anubis,anb,BLAST Bounty 2025 Season 1 Finals,Eternal Fire,https://www.hltv.org/stats/matches/mapstatsid/191111/spirit-vs-eternal-fire?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
25/01/25,Spirit,22,Russia,Natus Vincere,20,Europe,Ancient,anc,BLAST Bounty 2025 Season 1 Finals,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191085/spirit-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
25/01/25,Natus Vincere,9,Europe,Spirit,13,Russia,Dust2,d2,BLAST Bounty 2025 Season 1 Finals,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191082/natus-vincere-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/01/25,Eternal Fire,13,Turkey,Vitality,11,Europe,Mirage,mrg,BLAST Bounty 2025 Season 1 Finals,Eternal Fire,https://www.hltv.org/stats/matches/mapstatsid/190987/eternal-fire-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/01/25,Vitality,9,Europe,Eternal Fire,13,Turkey,Anubis,anb,BLAST Bounty 2025 Season 1 Finals,Eternal Fire,https://www.hltv.org/stats/matches/mapstatsid/190982/vitality-vs-eternal-fire?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/01/25,HEROIC,3,Europe,Spirit,13,Russia,Nuke,nuke,BLAST Bounty 2025 Season 1 Finals,Spirit,https://www.hltv.org/stats/matches/mapstatsid/190893/heroic-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/01/25,Spirit,13,Russia,HEROIC,11,Europe,Anubis,anb,BLAST Bounty 2025 Season 1 Finals,Spirit,https://www.hltv.org/stats/matches/mapstatsid/190892/spirit-vs-heroic?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
